0	0.152285710475096
1	0.155744016098022
2	0.176379499024774
3	0.158772962595579
4	0.16281078035252
5	0.216250082520841
6	0.173678674549517
7	0.151511253851381
8	0.190450400355513
9	0.155021806145292
10	0.150805467636365
11	0.159445605961677
12	0.180065104575631
13	0.16660629078876
14	0.156589784720671
15	0.169683393434655
16	0.204946646973097
17	0.155657634049624
18	0.1698061594083
19	0.165124012018447
20	0.156057515366837
21	0.176734286729374
22	0.164351166654328
23	0.160784602649213
24	0.18447434828349
25	0.156767894971968
26	0.157447405769552
27	0.15223666156718
28	0.152316260000528
29	0.152664598243653
30	0.161983836918114
31	0.159763118221296
32	0.175445562122099
33	0.170243574550767
34	0.164489853614141
35	0.190875214770133
36	0.159787076980052
37	0.178473439033719
38	0.194663585329941
39	0.15439545389095
40	0.157358899457734
41	0.152836248103461
42	0.183393596479184
43	0.155642212585617
44	0.150995353170511
45	0.166966263073416
46	0.188702616973272
47	0.176086689925994
48	0.183054245237295
49	0.172461977013343
50	0.216606148369148
51	0.150629722188883
52	0.154903367986207
53	0.161441705642777
54	0.171937491338339
55	0.163694105525214
56	0.168609651398048
57	0.15622023707563
58	0.153537543631549
59	0.171105070598878
60	0.163384299563103
61	0.193703498503114
62	0.177189847093876
63	0.172340355055617
64	0.170268277326759
65	0.170685358508938
66	0.153648860237885
67	0.168020594018677
68	0.170134703090851
69	0.156235107264066
70	0.165258079161724
71	0.179999990363587
72	0.158653457843958
73	0.174775676262149
74	0.166876728912545
75	0.128279339268113
76	0.135994352699307
77	0.118697704217071
78	0.120686688844524
79	0.121736969516679
80	0.131650540445036
81	0.135552985991854
82	0.120405012136072
83	0.127294267609467
84	0.137876596757904
85	0.129628208286781
86	0.088254330129144
87	0.0908556231501802
88	0.0907235981276281
89	0.086801451992194
90	0.0948729484919943
91	0.0954179594399887
92	0.0928875161349703
93	0.0931820151572082
94	0.0916437316336842
95	0.106691035336099
96	0.0916755065498185
97	0.088456970893863
98	0.0878572485002888
99	0.0902281135463378
