1.0	819.488154888	20	191	0.532524905652	0.174878524605	2.22222222222	0.0482645597015	98.5263162538
2.0	1249.24876404	78	117	0.491952698231	0.194555339423	6.66666666667	0.0307770060179	99.136842552
3.0	1638.3664999	78	117	0.491952698231	0.194555339423	20.0	0.0253121009293	99.1684214065
4.0	2013.27493691	78	117	0.491952698231	0.194555339423	60.0	0.0210163833843	99.4315799914
5.0	2519.70019007	78	117	0.491952698231	0.194555339423	60.0	0.0210163833843	99.4315799914
6.0	2903.59555507	78	117	0.491952698231	0.194555339423	60.0	0.0210163833843	99.4315799914
7.0	3272.74005508	40	97	0.319057595338	0.14321225145	60.0	0.0184859362627	99.4631585322
9.0	4090.48689699	40	97	0.319057595338	0.14321225145	60.0	0.0184859362627	99.4631585322
11.0	4827.68189812	40	97	0.319057595338	0.14321225145	60.0	0.0184859362627	99.4631585322
15.0	6329.56705403	40	97	0.319057595338	0.14321225145	60.0	0.0184859362627	99.4631585322
