1.0	859.239934921	23	138	0.587202652422	0.219525058202	2.22222222222	0.0400575322442	98.7789474036
2.0	1281.62017298	46	27	0.800920945148	0.014810770003	6.66666666667	0.0311161702205	99.0105268202
3.0	1668.43142986	23	138	0.587202652422	0.219525058202	20.0	0.0230123496271	99.3684210275
4.0	2032.63699889	23	138	0.587202652422	0.219525058202	60.0	0.0216216242039	99.4631585322
5.0	2550.39709592	23	138	0.587202652422	0.219525058202	60.0	0.0216216242039	99.4631585322
6.0	2934.04056597	23	138	0.587202652422	0.219525058202	60.0	0.0216216242039	99.4631585322
7.0	3305.06805801	34	20	0.154302146325	0.067406851759	60.0	0.0213776035725	99.3894743292
9.0	4127.09151292	34	20	0.154302146325	0.067406851759	60.0	0.0213776035725	99.3894743292
11.0	4859.20308304	44	97	0.250052574806	0.176552998536	60.0	0.0189590967309	99.4842112064
15.0	6377.048841	44	97	0.250052574806	0.176552998536	60.0	0.0189590967309	99.4842112064
