1.0	700.906301022	44	58	0.379836605455	0.0759387305664	2.22222222222	0.0465369268173	98.705263828
2.0	1121.53463221	44	58	0.379836605455	0.0759387305664	6.66666666667	0.0339570248156	98.9789470246
3.0	1492.84623313	34	110	0.641940261908	0.126463042975	20.0	0.0226756995544	99.3684219687
4.0	1856.13161922	34	110	0.641940261908	0.126463042975	60.0	0.0201958369121	99.4842115201
5.0	2348.95192814	34	110	0.641940261908	0.126463042975	60.0	0.0201958369121	99.4842115201
6.0	2727.62386322	34	110	0.641940261908	0.126463042975	60.0	0.0201958369121	99.4842115201
7.0	3090.80124521	34	110	0.641940261908	0.126463042975	60.0	0.0201958369121	99.4842115201
9.0	3916.22854114	34	110	0.641940261908	0.126463042975	60.0	0.0201958369121	99.4842115201
11.0	4651.0179441	34	110	0.641940261908	0.126463042975	60.0	0.0201958369121	99.4842115201
15.0	6128.70866609	27	107	0.865529200889	0.0272388409551	60	0.0201945676052	99.42105287
