1.0	849.80269289	74	45	0.362291303491	0.171214876077	2.22222222222	0.0467882897019	98.568421916
2.0	1276.56038094	77	34	0.159192474598	0.127747586984	6.66666666667	0.033165617944	99.0315788671
3.0	1656.83572483	77	34	0.159192474598	0.127747586984	20.0	0.026121199033	99.2631573426
4.0	2025.74069691	77	34	0.159192474598	0.127747586984	60.0	0.0242108705846	99.3894733881
5.0	2545.95853496	77	34	0.159192474598	0.127747586984	60.0	0.0242108705846	99.3894733881
6.0	2932.14591885	34	220	0.472728577857	0.263708997202	20.0	0.0228181599002	99.3263163065
7.0	3299.93412399	34	220	0.472728577857	0.263708997202	60.0	0.0187447591636	99.4526320382
9.0	4107.83395982	34	220	0.472728577857	0.263708997202	60.0	0.0187447591636	99.4526320382
11.0	4851.06665897	34	220	0.472728577857	0.263708997202	60.0	0.0187447591636	99.4526320382
15.0	6345.63797402	34	220	0.472728577857	0.263708997202	60.0	0.0187447591636	99.4526320382
