1.0	883.085583925	50	75	0.815147903035	0.133430648048	2.22222222222	0.0462003294869	98.6526319855
2.0	1332.14599991	45	223	0.758932678694	0.184722282697	6.66666666667	0.0302292981038	99.0631577216
3.0	1722.25156403	45	223	0.758932678694	0.184722282697	20.0	0.025007506857	99.2842106443
4.0	2091.48079395	45	223	0.758932678694	0.184722282697	60.0	0.0211339217709	99.4842112064
5.0	2584.04606199	45	223	0.758932678694	0.184722282697	60.0	0.0211339217709	99.4842112064
6.0	2956.68845892	45	223	0.758932678694	0.184722282697	60.0	0.0211339217709	99.4842112064
7.0	3318.60373998	45	223	0.758932678694	0.184722282697	60.0	0.0211339217709	99.4842112064
9.0	4140.17170191	45	223	0.758932678694	0.184722282697	60.0	0.0211339217709	99.4842112064
11.0	4883.55618382	75	91	0.576218320631	0.0496248223171	60.0	0.0199352156273	99.3789472078
15.0	6381.43292189	64	34	0.316893419792	0.0343725341364	60	0.019646808309	99.4736847125
