1.0	838.894703865	35	34	0.710502737671	0.0452677989593	2.22222222222	0.0436022914946	98.6315793113
2.0	1266.22435188	68	20	0.873995123253	0.0117608416891	6.66666666667	0.0333116291287	99.0526315413
3.0	1652.21010184	28	135	0.911260567153	0.0444447045193	20.0	0.024890337458	99.2631582837
4.0	2017.09094691	28	135	0.911260567153	0.0444447045193	60.0	0.0248850378404	99.3578948473
5.0	2506.93077993	28	135	0.911260567153	0.0444447045193	60.0	0.0248850378404	99.3578948473
6.0	2896.149755	35	67	0.939995324816	0.0167076542212	20.0	0.0222109041152	99.3684207138
7.0	3261.762676	35	67	0.939995324816	0.0167076542212	20.0	0.0222109041152	99.3684207138
9.0	4048.23045087	35	67	0.939995324816	0.0167076542212	20.0	0.0222109041152	99.3684207138
11.0	4783.87287784	29	50	0.254613998746	0.0453382609136	60.0	0.0188887175295	99.5052638807
15.0	6279.78229785	29	50	0.254613998746	0.0453382609136	60.0	0.0188887175295	99.5052638807
