1.0	586.823657036	49	21	0.722724383101	0.0254753738078	2.22222222222	0.0511676875972
2.0	735.996813059	49	21	0.722724383101	0.0254753738078	2.22222222222	0.0511676875972
3.0	822.675608873	64	114	0.294597271586	0.194806971312	20.0	0.041501688967
4.0	898.986906052	64	114	0.294597271586	0.194806971312	60.0	0.0303213672565
5.0	1115.06066108	64	114	0.294597271586	0.194806971312	60.0	0.0303213672565
6.0	1192.68243694	64	114	0.294597271586	0.194806971312	60.0	0.0303213672565
7.0	1255.43953586	64	114	0.294597271586	0.194806971312	60.0	0.0303213672565
9.0	1454.35948706	64	114	0.294597271586	0.194806971312	60.0	0.0303213672565
11.0	1594.93994904	64	114	0.294597271586	0.194806971312	60.0	0.0303213672565
15.0	1886.88831306	64	114	0.294597271586	0.194806971312	60.0	0.0303213672565
