1.0	83	41	0.217390587577	0.121864797313	2.22222222222	0.0548689665371
2.0	49	49	0.903980035295	0.0179287697686	6.66666666667	0.0532825755838
3.0	48	23	0.139689375268	0.16485807628	20.0	0.041627716175
4.0	48	23	0.139689375268	0.16485807628	60.0	0.0314787853705
5.0	48	23	0.139689375268	0.16485807628	60.0	0.0314787853705
6.0	48	23	0.139689375268	0.16485807628	60.0	0.0314787853705
7.0	48	23	0.139689375268	0.16485807628	60.0	0.0314787853705
9.0	48	23	0.139689375268	0.16485807628	60.0	0.0314787853705
11.0	48	23	0.139689375268	0.16485807628	60.0	0.0314787853705
15.0	48	23	0.139689375268	0.16485807628	60.0	0.0314787853705
