1	76.5200741291	85	16	0.823574717043	0.014444740258	0.0401946602291
2	142.687020063	85	16	0.823574717043	0.014444740258	0.0401946602291
3	217.361206055	85	16	0.823574717043	0.014444740258	0.0401946602291
4	284.063371181	85	16	0.823574717043	0.014444740258	0.0401946602291
5	366.66736412	85	16	0.823574717043	0.014444740258	0.0401946602291
6	435.250074148	14	48	0.192985113405	0.143765145452	0.0351367668788
7	516.506390095	14	48	0.192985113405	0.143765145452	0.0351367668788
8	587.862861156	14	48	0.192985113405	0.143765145452	0.0351367668788
9	669.990363121	63	17	0.419592218246	0.0204541978875	0.0319507696764
10	749.531262159	63	17	0.419592218246	0.0204541978875	0.0319507696764
11	816.860996008	63	17	0.419592218246	0.0204541978875	0.0319507696764
12	892.979560137	63	17	0.419592218246	0.0204541978875	0.0319507696764
13	958.706765175	63	17	0.419592218246	0.0204541978875	0.0319507696764
14	1029.94408107	63	17	0.419592218246	0.0204541978875	0.0319507696764
15	1107.49633312	63	17	0.419592218246	0.0204541978875	0.0319507696764
